,equity
2023-11-09,2031.1617576090994
2023-11-10,2064.9807656180565
2023-11-13,2060.712454526328
2023-11-14,2078.2321291288367
2023-11-15,2078.8222502355566
2023-11-16,2061.223004814078
2023-11-17,2058.1648836849076
2023-11-20,2070.985157026277
2023-11-21,2064.250724915682
2023-11-22,2084.158771743379
2023-11-24,2085.638913459383
2023-11-27,2086.6171046275954
2023-11-28,2088.574541631685
2023-11-29,2077.2091441961215
2023-11-30,2086.678640523331
2023-12-01,2083.184574639602
2023-12-04,2064.6149842818195
2023-12-05,2071.783697734711
2023-12-06,2066.4932508505563
2023-12-07,2077.741319891999
2023-12-08,2096.5753126761174
2023-12-11,2096.090324377652
2023-12-12,2111.627928880521
2023-12-13,2135.4173319399083
2023-12-14,2135.723953039223
2023-12-15,2161.127062121452
2023-12-18,2162.6244561155927
2023-12-19,2180.681148557806
2023-12-20,2156.8295807111267
2023-12-21,2170.638828587103
2023-12-22,2163.5344700300616
2023-12-26,2173.85243813614
2023-12-27,2173.7897264620715
2023-12-28,2173.0211660571035
2023-12-29,2167.5913989520004
2024-01-02,2141.1329498472564
2024-01-03,2126.4434668716067
2024-01-04,2121.6018049942604
2024-01-05,2126.596097009336
2024-01-08,2140.850027862989
2024-01-09,2145.42548523927
2024-01-10,2164.4707504709745
2024-01-11,2162.5104489706546
2024-01-12,2167.525495919659
2024-01-16,2165.9949100531317
2024-01-17,2159.1088374594033
2024-01-18,2176.7031715715702
2024-01-19,2204.417059651404
2024-01-22,2199.4764701158933
2024-01-23,2189.398588799865
2024-01-24,2198.658215766309
2024-01-25,2205.646057948468
2024-01-26,2193.0167287078425
2024-01-29,2226.511706941561
2024-01-30,2238.007576064638
2024-01-31,2200.5612430281003
2024-02-01,2241.2684664091425
2024-02-02,2306.6420802675652
2024-02-05,2324.903583653871
2024-02-06,2319.2193285326402
2024-02-07,2347.221275660936
2024-02-08,2334.652897545854
2024-02-09,2351.963688547932
2024-02-12,2352.573123250996
2024-02-13,2328.5163624737065
2024-02-14,2353.3818348755162
2024-02-15,2355.9084229889195
2024-02-16,2345.3019650734773
2024-02-20,2304.0074323274525
2024-02-21,2314.387088823584
2024-02-22,2346.208313636878
2024-02-23,2347.66335503855
2024-02-26,2341.0707253968267
2024-02-27,2332.3224694199594
2024-02-28,2339.513855542091
2024-02-29,2339.7287868409185
2024-03-01,2343.9025677296113
2024-03-04,2326.5099083729174
2024-03-05,2320.9962069584276
2024-03-06,2338.1520324397907
2024-03-07,2353.351724370943
2024-03-08,2331.6005858638628
2024-03-11,2323.150997937847
2024-03-12,2341.880391956111
2024-03-13,2352.9027238729195
2024-03-14,2355.6327879781443
2024-03-15,2342.403189697295
2024-03-18,2355.062784667235
2024-03-19,2368.4847431066482
2024-03-20,2386.35747157726
2024-03-21,2402.8734807340593
2024-03-22,2383.958457919881
2024-03-25,2373.863126783403
2024-03-26,2358.656293086526
2024-03-27,2371.3968014773345
2024-03-28,2373.6371352182236
2024-04-01,2375.814385242679
2024-04-02,2375.110906713474
2024-04-03,2380.108011387869
2024-04-04,2358.238201511974
2024-04-05,2387.0129335180463
2024-04-08,2378.928320702285
2024-04-09,2374.4186733193624
2024-04-10,2378.1047144051777
2024-04-11,2385.345164183925
2024-04-12,2353.584025337419
2024-04-15,2336.084377737626
2024-04-16,2327.754658852296
2024-04-17,2323.6712093533633
2024-04-18,2322.5076698310368
2024-04-19,2319.6668796988956
2024-04-22,2322.9071520286075
2024-04-23,2325.836726105451
2024-04-24,2331.74770241979
2024-04-25,2322.4952600062793
2024-04-26,2320.642529175896
2024-04-29,2315.8804455527306
2024-04-30,2295.472907620144
2024-05-01,2293.300594137545
2024-05-02,2302.3640232528405
2024-05-03,2306.5219000266748
2024-05-06,2309.5070277770715
2024-05-07,2321.457065059082
2024-05-08,2313.6074321591973
2024-05-09,2318.7567245760256
2024-05-10,2324.956910016035
2024-05-13,2322.6976892701855
2024-05-14,2327.387329124617
2024-05-15,2349.6890856050245
2024-05-16,2354.010313725447
2024-05-17,2357.0611828302135
2024-05-20,2348.110947512613
2024-05-21,2351.6877171628817
2024-05-22,2344.698043836771
2024-05-23,2344.7008266202793
2024-05-24,2354.7319488508087
2024-05-28,2367.2419156358474
2024-05-29,2368.068581991743
2024-05-30,2343.619628846907
2024-05-31,2341.027849750854
2024-06-03,2358.4793678106844
2024-06-04,2369.405760922104
2024-06-05,2392.226847728748
2024-06-06,2393.461335839862
2024-06-07,2376.9696115711467
2024-06-10,2387.8709162403366
2024-06-11,2388.297922610118
2024-06-12,2393.8028072452844
2024-06-13,2391.169291451256
2024-06-14,2403.276068492882
2024-06-17,2406.113473981469
2024-06-18,2410.015571268456
2024-06-20,2412.4239204414293
2024-06-21,2412.500884337682
2024-06-24,2408.3310006715483
2024-06-25,2414.1125242247963
2024-06-26,2439.763059757938
2024-06-27,2451.651246238651
2024-06-28,2425.8203091536902
2024-07-01,2428.351154268954
2024-07-02,2450.3108090822166
2024-07-03,2440.3984981843896
2024-07-05,2475.5917232683128
2024-07-08,2464.6717726915304
2024-07-09,2464.6185392381617
2024-07-10,2487.8357841249413
2024-07-11,2454.334479959292
2024-07-12,2455.8231538408227
2024-07-15,2461.0872649187036
2024-07-16,2490.2936202070214
2024-07-17,2508.8764220940434
2024-07-18,2488.9703066196016
2024-07-19,2480.712987938237
2024-07-22,2465.162115988469
2024-07-23,2456.2872905107697
2024-07-24,2454.708346604596
2024-07-25,2453.217868207161
2024-07-26,2466.2561848079604
2024-07-29,2458.7586788265153
2024-07-30,2471.076995732856
2024-07-31,2459.058558947623
2024-08-01,2463.6552925209035
2024-08-02,2489.2872859512318
2024-08-05,2453.6393645196713
2024-08-06,2449.0210929147515
2024-08-07,2453.837123029498
2024-08-08,2459.15571529024
2024-08-09,2457.1572755685247
2024-08-12,2446.1799959754544
2024-08-13,2456.162000696734
2024-08-14,2469.6183518625057
2024-08-15,2476.499398121051
2024-08-16,2468.38312467528
2024-08-19,2482.196179718852
2024-08-20,2469.400083962321
2024-08-21,2470.8771983727215
2024-08-22,2458.6572069565677
2024-08-23,2472.9000654207234
2024-08-26,2475.916863060189
2024-08-27,2479.915392198372
2024-08-28,2476.878632025338
2024-08-29,2475.86031728077
2024-08-30,2490.302118028451
2024-09-03,2474.471052208744
2024-09-04,2478.7604585286554
2024-09-05,2461.620206859344
2024-09-06,2447.5837407867675
2024-09-09,2437.2095954295205
2024-09-10,2442.1423959345866
2024-09-11,2425.7409111023235
2024-09-12,2424.415151646452
2024-09-13,2431.9757966695797
2024-09-16,2443.3098075857174
2024-09-17,2443.397600823022
2024-09-18,2437.652451406219
2024-09-19,2459.6224160442894
2024-09-20,2460.2773597071696
2024-09-23,2471.079925068192
2024-09-24,2500.002952776042
2024-09-25,2490.5558574722095
2024-09-26,2495.775768949871
2024-09-27,2489.789200695067
2024-09-30,2505.70773251422
2024-10-01,2510.3644126198105
2024-10-02,2509.4659026649765
2024-10-03,2518.3482815680763
2024-10-04,2543.730337209499
2024-10-07,2529.011421693599
2024-10-08,2536.4936461839557
2024-10-09,2551.6643399316667
2024-10-10,2538.996725129878
2024-10-11,2558.133259823787
2024-10-14,2559.857653486812
2024-10-15,2538.9242674112197
2024-10-16,2546.416681370723
2024-10-17,2543.169274317348
2024-10-18,2544.843058931148
2024-10-21,2536.375545862758
2024-10-22,2537.9360289156725
2024-10-23,2522.855273489489
2024-10-24,2518.439961840864
2024-10-25,2507.0412719376045
2024-10-28,2515.2300083939035
2024-10-29,2495.781808652893
2024-10-30,2469.54841075843
2024-10-31,2432.4490538711916
2024-11-01,2470.724336839331
2024-11-04,2457.0412138864576
2024-11-05,2485.596291388899
2024-11-06,2598.5956267999704
2024-11-07,2593.9726203531322
2024-11-08,2592.8188955148753
2024-11-11,2591.6832060098704
2024-11-12,2607.190882509809
2024-11-13,2624.672973455244
2024-11-14,2612.459500615888
2024-11-15,2578.817870192564
2024-11-18,2577.67669556793
2024-11-19,2595.962663810248
2024-11-20,2582.9989965571353
2024-11-21,2619.153710485358
2024-11-22,2650.9095630111156
2024-11-25,2654.677992196798
2024-11-26,2670.9994505540362
2024-11-27,2676.1825024496375
2024-11-29,2684.572299051505
2024-12-02,2679.413084267483
2024-12-03,2678.0564841438368
2024-12-04,2670.8113341026383
2024-12-05,2681.0967023185804
2024-12-06,2688.974932185024
2024-12-09,2665.5775823911804
2024-12-10,2662.212588766599
2024-12-11,2673.5033106360997
2024-12-12,2656.2305093643927
2024-12-13,2659.3053415024533
2024-12-16,2670.8166502116733
2024-12-17,2678.09300865835
2024-12-18,2631.8539376942995
2024-12-19,2651.4366257207275
2024-12-20,2651.2107330273484
2024-12-23,2647.0223541668747
2024-12-24,2661.294468571172
2024-12-26,2663.05968040894
2024-12-27,2655.377801156316
2024-12-30,2635.500175474248
2024-12-31,2633.636107607732
2025-01-02,2617.624611549786
2025-01-03,2616.8111396106992
2025-01-06,2621.1454166599547
2025-01-07,2583.4869254877353
2025-01-08,2579.4588214541536
2025-01-10,2553.0855096843115
2025-01-13,2556.2301916240094
2025-01-14,2556.229836916282
2025-01-15,2583.8034795066137
2025-01-16,2585.7200818518895
2025-01-17,2609.5371619178077
2025-01-21,2611.4581208213112
2025-01-22,2610.0668380643588
2025-01-23,2626.672585648892
2025-01-24,2629.0951146116
2025-01-27,2611.370759847806
2025-01-28,2619.9975142667513
2025-01-29,2618.5509691999177
2025-01-30,2617.114329381743
2025-01-31,2616.0748851278418
2025-02-03,2627.072624182153
2025-02-04,2658.110208120752
2025-02-05,2626.5194191367414
2025-02-06,2656.2934518681864
2025-02-07,2620.210053406273
2025-02-10,2626.6851266393046
2025-02-11,2633.700638606773
2025-02-12,2650.6543686142295
2025-02-13,2664.8482504524554
2025-02-14,2657.45564122394
2025-02-18,2651.42880954532
2025-02-19,2647.888789833253
2025-02-20,2586.4223330772747
2025-02-21,2570.261176381644
2025-02-24,2582.846047521933
2025-02-25,2578.5749353759375
2025-02-26,2541.3088729941783
2025-02-27,2546.9940408820567
2025-02-28,2556.52503809099
2025-03-03,2546.3798920445424
2025-03-04,2518.3280962087083
2025-03-05,2520.4340132152897
2025-03-06,2521.6899826038702
2025-03-07,2527.8874304447513
2025-03-10,2529.37195394939
2025-03-11,2518.2285521755557
2025-03-12,2503.733776001764
2025-03-13,2503.108518009973
2025-03-14,2501.796808055967
2025-03-17,2501.796808055967
2025-03-18,2501.796808055967
2025-03-19,2501.796808055967
2025-03-20,2501.796808055967
2025-03-21,2501.796808055967
2025-03-24,2501.796808055967
2025-03-25,2501.752877918466
2025-03-26,2501.513329144863
2025-03-27,2497.764999571041
2025-03-28,2484.9891067823446
2025-03-31,2486.045228304866
2025-04-01,2478.6621394867443
2025-04-02,2471.7280653801463
2025-04-03,2437.6622652530414
2025-04-04,2437.6622652530414
2025-04-07,2437.6622652530414
2025-04-08,2437.6622652530414
2025-04-09,2437.6622652530414
2025-04-10,2437.6622652530414
2025-04-11,2437.6622652530414
2025-04-14,2437.6622652530414
2025-04-15,2437.6622652530414
2025-04-16,2437.6622652530414
2025-04-17,2437.6622652530414
2025-04-21,2437.6622652530414
2025-04-22,2437.6622652530414
2025-04-23,2437.6622652530414
2025-04-24,2437.6622652530414
2025-04-25,2437.6622652530414
2025-04-28,2437.6622652530414
2025-04-29,2437.6622652530414
2025-04-30,2437.6622652530414
2025-05-01,2437.6622652530414
2025-05-02,2437.6622652530414
2025-05-05,2437.6622652530414
2025-05-06,2437.6622652530414
2025-05-07,2437.6622652530414
2025-05-08,2437.6622652530414
2025-05-09,2437.6622652530414
2025-05-12,2437.6622652530414
2025-05-13,2445.8646379696565
2025-05-14,2453.004844076224
2025-05-15,2466.241632601306
2025-05-16,2471.530983020922
2025-05-19,2479.245401310107
2025-05-20,2479.8471053704707
2025-05-21,2447.722322394701
2025-05-22,2452.1163822518793
2025-05-23,2435.8944229608023
2025-05-27,2460.2332435433827
2025-05-28,2456.9952547494377
2025-05-29,2484.9163200982534
2025-05-30,2480.6025803552116
2025-06-02,2495.7377730096305
2025-06-03,2511.107843588179
2025-06-04,2510.1260864012893
2025-06-05,2495.3063354018386
2025-06-06,2507.6006519149005
2025-06-09,2524.047032648317
2025-06-10,2526.7526041937267
2025-06-11,2510.2944894481207
2025-06-12,2493.93811391056
2025-06-13,2462.8722729062292
2025-06-16,2485.2050473926915
2025-06-17,2486.1866017219218
2025-06-18,2494.444833273283
2025-06-20,2493.5698998611124
2025-06-23,2499.2214985854775
2025-06-24,2516.727604557048
2025-06-25,2534.6209482994186
2025-06-26,2565.6487394203295
2025-06-27,2577.2498283043014
2025-06-30,2581.999749834453
2025-07-01,2571.7623930198774
2025-07-02,2587.037782164775
2025-07-03,2613.5860405983076
2025-07-07,2603.252336722094
2025-07-08,2572.9197216218486
2025-07-09,2597.7816828198743
2025-07-10,2596.138759175618
2025-07-11,2604.0995339014303
2025-07-14,2591.5978389101283
2025-07-15,2604.130887812258
2025-07-16,2605.071381246402
2025-07-17,2624.201463893191
2025-07-18,2607.965829245167
2025-07-21,2610.520766366749
2025-07-22,2611.073603506641
2025-07-23,2634.2452410890387
2025-07-24,2651.1605820659092
2025-07-25,2656.272263937225
2025-07-28,2656.717905555572
2025-07-29,2649.9044538359067
2025-07-30,2662.035636334076
2025-07-31,2674.740406652679
2025-08-01,2618.3350391697127
2025-08-04,2633.9397179905136
2025-08-05,2627.5535662712136
2025-08-06,2647.3118700889627
2025-08-07,2640.4418062915493
2025-08-08,2659.1184252422017
2025-08-11,2658.012300940016
2025-08-12,2675.8484911834844
2025-08-13,2675.816265576185
2025-08-14,2664.2021954895145
2025-08-15,2665.1322298224422
2025-08-18,2652.160355138299
2025-08-19,2654.9881633323257
2025-08-20,2637.385347710869
2025-08-21,2631.899057011864
2025-08-22,2651.3056178723077
2025-08-25,2636.8981536226847
2025-08-26,2633.0831635378463
2025-08-27,2634.9839398073773
2025-08-28,2633.5330013514736
2025-08-29,2639.1373371684294
2025-09-02,2645.9143105784633
2025-09-03,2624.868752567599
2025-09-04,2641.908956698154
2025-09-05,2621.3824740712116
2025-09-08,2622.229039503951
2025-09-09,2619.2728519456423
2025-09-10,2606.1340861283816
2025-09-11,2626.3277518170853
2025-09-12,2629.373812074312
2025-09-15,2634.8117482918105
2025-09-16,2633.721504262391
2025-09-17,2641.6510207975775
2025-09-18,2640.002685289613
2025-09-19,2640.069931830445
2025-09-22,2626.676742448273
2025-09-23,2628.837235020367
2025-09-24,2624.6601375668743
2025-09-25,2626.488347356913
2025-09-26,2643.7884741703815
2025-09-29,2643.453977138979
2025-09-30,2654.2673152324387
2025-10-01,2645.8485243097775
2025-10-02,2650.369313724558
2025-10-03,2667.080143932383
2025-10-06,2661.0192009605807
2025-10-07,2654.854530834238
2025-10-08,2666.965470482676
2025-10-09,2668.720139949459
2025-10-10,2624.7820855562077
2025-10-13,2638.661837361323
2025-10-14,2639.5460285001454
2025-10-15,2651.121781371813
2025-10-16,2644.9852417172724
2025-10-17,2647.556762482958
2025-10-20,2652.2212111838767
2025-10-21,2627.2007534181375
2025-10-22,2625.6031765461294
2025-10-23,2626.9023879818283
2025-10-24,2634.8240669170696
2025-10-27,2655.100882299455
2025-10-28,2636.528276153069
2025-10-29,2673.056540022866
2025-10-30,2679.6778297938663
2025-10-31,2677.74447697459
2025-11-03,2669.7621334887995
2025-11-04,2639.3411826078354
2025-11-05,2657.220153968614
2025-11-06,2651.574530393785
2025-11-07,2654.3096351316394
2025-11-10,2695.442286799425
2025-11-11,2710.0185769864975
2025-11-12,2691.8316831737075
2025-11-13,2648.1146330976603
2025-11-14,2638.4288166208535
2025-11-17,2649.1671778772616
2025-11-18,2654.4667209757117
2025-11-19,2669.157816665104
2025-11-20,2659.1344702768592
2025-11-21,2673.721291704436
2025-11-24,2706.8980001787727
2025-11-25,2728.633292148072
2025-11-26,2735.8422971636364
2025-11-28,2749.8967477343144
2025-12-01,2746.60678317743
2025-12-02,2745.2845514528817
2025-12-03,2775.018777633511
2025-12-04,2762.752523545682
2025-12-05,2764.893004193833
2025-12-08,2736.445382694199
2025-12-09,2757.7034557227635
2025-12-10,2777.1341755927588
2025-12-11,2779.225741925766
2025-12-12,2771.060904444795
2025-12-15,2762.249555843994
2025-12-16,2726.7196116575924
2025-12-17,2720.6562824083985
2025-12-18,2707.914327189893
2025-12-19,2707.0651869646726
2025-12-22,2717.6654392609453
2025-12-23,2715.80693346483
2025-12-24,2723.207350409116
2025-12-26,2720.5182268709077
2025-12-29,2721.1466700349706
2025-12-30,2723.23998536395
2025-12-31,2709.9188752962004
2026-01-02,2744.831808285703
2026-01-05,2772.616403312596
2026-01-06,2766.1716045373555
2026-01-07,2749.927179620659
2026-01-08,2738.578176327268
2026-01-09,2756.6429315366186
2026-01-12,2757.068835798709
2026-01-13,2777.436719895516
2026-01-14,2766.6699393322133
2026-01-15,2779.2934922496934
2026-01-16,2778.291586243834
2026-01-20,2739.6518322314987
2026-01-21,2755.4952509961386
2026-01-22,2752.6292724927202
2026-01-23,2751.2204945081016
2026-01-26,2747.7976584863236
2026-01-27,2754.6400469087584
2026-01-28,2750.3946532059576
2026-01-29,2768.816854361962
2026-01-30,2788.1629841120234
2026-02-02,2834.2798018549433
2026-02-03,2878.7584895693294
2026-02-04,2882.5683245203486
2026-02-05,2845.42989422249
2026-02-06,2901.71988499016
2026-02-09,2892.4354172517483
2026-02-10,2875.4264562173544
2026-02-11,2929.53527946412
2026-02-12,2915.2427321974355
2026-02-13,2918.055296843584
2026-02-17,2876.993240653309
2026-02-18,2870.658218839344
2026-02-19,2867.6219665585168
2026-02-20,2863.251492001021
2026-02-23,2868.2645493557575
2026-02-24,2889.0467757091196
2026-02-25,2867.984336803649
2026-02-26,2839.516784671996
2026-02-27,2862.724197751531
2026-03-02,2842.1420434691513
2026-03-03,2796.1443410244196
2026-03-04,2776.4140629564117
2026-03-05,2768.90032270683
2026-03-06,2768.9575939867373
2026-03-09,2768.2417911653874
2026-03-10,2763.7322840929387
2026-03-11,2771.6060269502996
2026-03-12,2779.0216657015203
2026-03-13,2778.8069314684267
2026-03-16,2782.689194981528
2026-03-17,2789.59231711135
2026-03-18,2786.427382463218
2026-03-19,2792.3855627976905
2026-03-20,2797.851935740806
2026-03-23,2807.717885774375
2026-03-24,2824.196857147361
2026-03-25,2814.7572128480447
2026-03-26,2825.795664051963
2026-03-27,2849.2050919847024
2026-03-30,2850.1809010423194
2026-03-31,2838.6717493562232
2026-04-01,2809.488285291577
2026-04-02,2809.488285291577
2026-04-06,2809.488285291577
2026-04-07,2809.488285291577
2026-04-08,2809.488285291577
2026-04-09,2829.758600570471
2026-04-10,2817.621355409387
2026-04-13,2810.1089926888976
2026-04-14,2831.079187542108
2026-04-15,2828.8731980880984
2026-04-16,2827.2042769264463
2026-04-17,2872.5399653526547
2026-04-20,2867.4073989715826
2026-04-21,2857.563540437396
2026-04-22,2895.746889886554
2026-04-23,2923.2983489426447
2026-04-24,2937.2066213791686
2026-04-27,2922.9938554711184
2026-04-28,2926.948449593432
2026-04-29,2932.272750139697
2026-04-30,3059.779649459918
2026-05-01,3075.9686128617127
2026-05-04,3058.722569453509
2026-05-05,3099.6207632141904
2026-05-06,3137.4664553620173
2026-05-07,3105.3404367768126
2026-05-08,3121.5028281305827
2026-05-11,3097.9896541967487
2026-05-12,3105.2573679601765
2026-05-13,3147.834290389071
2026-05-14,3152.0023878454313
2026-05-15,3117.7890177984336
2026-05-18,3106.4364427978967
2026-05-19,3086.24879271902
2026-05-20,3044.0045687533825
2026-05-21,3011.0458148500343
2026-05-22,3011.0001460130584
2026-05-26,2987.473305463064
2026-05-27,2994.5022410725005
2026-05-28,2994.362434062613
2026-05-29,2972.180756132925
2026-06-01,2956.891366053849
2026-06-02,2960.5917531027444
2026-06-03,2938.3398097830423
2026-06-04,2940.320423186363
2026-06-05,2906.8630979112895
2026-06-08,2903.2430088548936
2026-06-09,2907.3946394021705
2026-06-10,2864.0684462075906
2026-06-11,2880.14422462858
2026-06-12,2904.8631667016393
2026-06-15,2911.8012106657625
2026-06-16,2933.8959035215976
2026-06-17,2916.933359542341
2026-06-18,2909.7134995630927
2026-06-22,2945.2784270624825
2026-06-23,2951.9481306482976
2026-06-24,2956.834789126081
2026-06-25,3001.473314000959
